LinkID,Location,MaximumSpeed,MinimumSpeed,RoadCategory,RoadName,SpeedBand,timestamp
103000534,1.3257932174490585 103.92699111651997 1.3253879069403292 103.92704270518263,39,30,C,BEDOK NORTH AVENUE 1,4,park/traffic_spe
103000535,1.3253879069403292 103.92704270518263 1.3257932174490585 103.92699111651997,29,20,C,BEDOK NORTH AVENUE 1,3,park/traffic_spe
103000538,1.3305807737063633 103.93447239316134 1.3299795120811468 103.9345891987128,29,20,C,BEDOK NORTH AVENUE 3,3,park/traffic_spe
103000539,1.3299795120811468 103.9345891987128 1.3305807737063633 103.93447239316134,39,30,C,BEDOK NORTH AVENUE 3,4,park/traffic_spe
103000542,1.299700019895312 103.82447173073814 1.2995966073516918 103.82492836261135,19,10,D,CHATSWORTH ROAD,2,park/traffic_spe
103000543,1.2995966073516918 103.82492836261135 1.299700019895312 103.82447173073814,49,40,D,CHATSWORTH ROAD,5,park/traffic_spe
103000550,1.2995260904869215 103.85348852047383 1.3003646841996643 103.85417742366865,39,30,C,QUEEN STREET,4,park/traffic_spe
103000551,1.3003646841996643 103.85417742366865 1.2995260904869215 103.85348852047383,19,10,C,QUEEN STREET,2,park/traffic_spe
103000554,1.299859186451872 103.82000765106312 1.2995256187143942 103.8196669425863,39,30,D,CHATSWORTH ROAD,4,park/traffic_spe
103000555,1.2995256187143942 103.8196669425863 1.299859186451872 103.82000765106312,29,20,D,CHATSWORTH ROAD,3,park/traffic_spe
103000558,1.3011053085669935 103.81805296688717 1.3014774243966796 103.81754655338793,39,30,E,TANGLIN HILL,4,park/traffic_spe
103000559,1.3014774243966796 103.81754655338793 1.3011053085669935 103.81805296688717,39,30,E,TANGLIN HILL,4,park/traffic_spe
103000562,1.301806472610639 103.86270975462338 1.3010613159329476 103.86316751887426,29,20,D,JAVA ROAD,3,park/traffic_spe
103000563,1.3010613159329476 103.86316751887426 1.301806472610639 103.86270975462338,39,30,D,JAVA ROAD,4,park/traffic_spe
103000564,1.3011202434375964 103.88493813701652 1.3010447762182693 103.88439916122353,39,30,F,KAMPONG ARANG ROAD,4,park/traffic_spe
103000568,1.3010447762182693 103.88439916122353 1.301661818312337 103.88468093944955,39,30,F,KAMPONG ARANG ROAD,4,park/traffic_spe
103000574,1.3010999072766916 103.88345318308859 1.3010447762182693 103.88439916122353,19,10,E,KAMPONG ARANG ROAD,2,park/traffic_spe
103000575,1.3010447762182693 103.88439916122353 1.3010999072766916 103.88345318308859,29,20,E,KAMPONG ARANG ROAD,3,park/traffic_spe
103000576,1.2997159390706274 103.82516587459126 1.2997838115829037 103.82514573798137,39,30,C,GRANGE ROAD,4,park/traffic_spe
103000582,1.3045514800189688 103.82322716383942 1.3045308153176574 103.82323542156517,39,30,C,GRANGE ROAD,4,park/traffic_spe
103000583,1.3045308153176574 103.82323542156517 1.3045514800189688 103.82322716383942,29,20,C,GRANGE ROAD,3,park/traffic_spe
103000586,1.3045308153176574 103.82323542156517 1.3039803203240277 103.82345537893475,29,20,C,GRANGE ROAD,3,park/traffic_spe
103000587,1.3039803203240277 103.82345537893475 1.3045308153176574 103.82323542156517,29,20,C,GRANGE ROAD,3,park/traffic_spe
103000590,1.3123210243571486 103.83235126377782 1.3115941685350712 103.83315772987676,49,40,C,STEVENS ROAD,5,park/traffic_spe
103000591,1.3115941685350712 103.83315772987676 1.3123210243571486 103.83235126377782,49,40,C,STEVENS ROAD,5,park/traffic_spe
103000594,1.3802644454971402 103.84603776256378 1.379102983292406 103.84700021880467,49,40,C,ANG MO KIO AVENUE 8,5,park/traffic_spe
103000595,1.379102983292406 103.84700021880467 1.3802644454971402 103.84603776256378,49,40,C,ANG MO KIO AVENUE 8,5,park/traffic_spe
103000598,1.379102983292406 103.84700021880467 1.3777027981180603 103.84756217854924,49,40,C,ANG MO KIO AVENUE 8,5,park/traffic_spe
103000599,1.3777027981180603 103.84756217854924 1.379102983292406 103.84700021880467,49,40,C,ANG MO KIO AVENUE 8,5,park/traffic_spe
103000602,1.3662705961072554 103.85128868333194 1.367423231286439 103.85063393131084,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000603,1.367423231286439 103.85063393131084 1.3662705961072554 103.85128868333194,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000606,1.367423231286439 103.85063393131084 1.368574220333337 103.84998011317111,29,20,C,ANG MO KIO AVENUE 8,3,park/traffic_spe
103000607,1.368574220333337 103.84998011317111 1.367423231286439 103.85063393131084,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000610,1.3353186430332342 103.9335643527379 1.3362098473363948 103.93335267093885,49,40,C,BEDOK NORTH AVENUE 3,5,park/traffic_spe
103000611,1.3362098473363948 103.93335267093885 1.3353186430332342 103.9335643527379,39,30,C,BEDOK NORTH AVENUE 3,4,park/traffic_spe
103000614,1.3362098473363948 103.93335267093885 1.3374601217637425 103.93309717189955,29,20,C,BEDOK NORTH AVENUE 3,3,park/traffic_spe
103000615,1.3374601217637425 103.93309717189955 1.3362098473363948 103.93335267093885,39,30,C,BEDOK NORTH AVENUE 3,4,park/traffic_spe
103000626,1.3026531717253007 103.88251914863919 1.30192621857122 103.88332575871391,39,30,D,JALAN BATU,4,park/traffic_spe
103000627,1.30192621857122 103.88332575871391 1.3026531717253007 103.88251914863919,19,10,D,JALAN BATU,2,park/traffic_spe
103000634,1.3010823775748162 103.8508158905501 1.3018059374798563 103.85141396748956,29,20,B,PRINSEP STREET,3,park/traffic_spe
103000635,1.3018059374798563 103.85141396748956 1.3010823775748162 103.8508158905501,39,30,B,PRINSEP STREET,4,park/traffic_spe
103000638,1.373800752801476 103.84807630025367 1.3738803459530748 103.84806725212309,49,40,C,ANG MO KIO AVENUE 8,5,park/traffic_spe
103000639,1.3738803459530748 103.84806725212309 1.373800752801476 103.84807630025367,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000642,1.380684897925153 103.8451761128162 1.3806504496395628 103.84538452798964,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000643,1.3806504496395628 103.84538452798964 1.380684897925153 103.8451761128162,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000646,1.3806409717745074 103.84540967903897 1.3802644454971402 103.84603776256378,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000647,1.3802644454971402 103.84603776256378 1.3806409717745074 103.84540967903897,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000648,1.3135747759643635 103.85056989112493 1.3133901063939397 103.85032404665321,29,20,D,DORSET ROAD,3,park/traffic_spe
103000652,1.3139573638553332 103.85107793387837 1.3135747759643635 103.85056989112493,29,20,D,DORSET ROAD,3,park/traffic_spe
103000656,1.3015437525944837 103.84091228655736 1.3008488303169885 103.84068798960408,19,10,D,KOEK ROAD,2,park/traffic_spe
103000660,1.3008488303169885 103.84068798960408 1.3007305484074356 103.8407011799061,29,20,D,KOEK ROAD,3,park/traffic_spe
103000666,1.3013080492862406 103.8196580733416 1.3010301634253092 103.81935013436056,39,30,D,CHATSWORTH AVENUE,4,park/traffic_spe
103000667,1.3010301634253092 103.81935013436056 1.3013080492862406 103.8196580733416,39,30,D,CHATSWORTH AVENUE,4,park/traffic_spe
103000670,1.3010301634253092 103.81935013436056 1.301661814609994 103.81892884778986,39,30,D,CHATSWORTH AVENUE,4,park/traffic_spe
103000671,1.301661814609994 103.81892884778986 1.3010301634253092 103.81935013436056,39,30,D,CHATSWORTH AVENUE,4,park/traffic_spe
103000674,1.3010236529646493 103.82333385320139 1.3011896344812637 103.82423937068208,49,40,E,GRANGE GARDEN,5,park/traffic_spe
103000675,1.3011896344812637 103.82423937068208 1.3010236529646493 103.82333385320139,49,40,E,GRANGE GARDEN,5,park/traffic_spe
103000678,1.3010236529646493 103.82333385320139 1.302429931449246 103.82340946928127,49,40,C,GRANGE ROAD,5,park/traffic_spe
103000679,1.302429931449246 103.82340946928127 1.3010236529646493 103.82333385320139,49,40,C,GRANGE ROAD,5,park/traffic_spe
103000682,1.3125573734728961 103.82752137157676 1.313527241870939 103.82776519981492,39,30,E,WALSHE ROAD,4,park/traffic_spe
103000683,1.313527241870939 103.82776519981492 1.3125573734728961 103.82752137157676,49,40,E,WALSHE ROAD,5,park/traffic_spe
103000686,1.3125573734728961 103.82752137157676 1.3128379691247396 103.82687900682744,29,20,E,WALSHE ROAD,3,park/traffic_spe
103000687,1.3128379691247396 103.82687900682744 1.3125573734728961 103.82752137157676,19,10,E,WALSHE ROAD,2,park/traffic_spe
103000690,1.3758474480274783 103.8478437532391 1.376136862862823 103.84781087621323,39,30,C,ANG MO KIO AVENUE 8,4,park/traffic_spe
103000691,1.376136862862823 103.84781087621323 1.3758474480274783 103.8478437532391,49,40,C,ANG MO KIO AVENUE 8,5,park/traffic_spe
103000694,1.3244923386287593 103.9271573268364 1.324804408829976 103.92711737993756,39,30,C,BEDOK NORTH AVENUE 1,4,park/traffic_spe
103000695,1.324804408829976 103.92711737993756 1.3244923386287593 103.9271573268364,29,20,C,BEDOK NORTH AVENUE 1,3,park/traffic_spe
103000698,1.324804408829976 103.92711737993756 1.3253879069403292 103.92704270518263,39,30,C,BEDOK NORTH AVENUE 1,4,park/traffic_spe
103000699,1.3253879069403292 103.92704270518263 1.324804408829976 103.92711737993756,29,20,C,BEDOK NORTH AVENUE 1,3,park/traffic_spe
103000702,1.3374601217637425 103.93309717189955 1.337960130498252 103.93298866434807,29,20,C,BEDOK NORTH AVENUE 3,3,park/traffic_spe
103000703,1.337960130498252 103.93298866434807 1.3374601217637425 103.93309717189955,39,30,C,BEDOK NORTH AVENUE 3,4,park/traffic_spe
103000706,1.332470690656717 103.93410855531661 1.3331261420447007 103.93398349405123,49,40,C,BEDOK NORTH AVENUE 3,5,park/traffic_spe
103000707,1.3331261420447007 103.93398349405123 1.332470690656717 103.93410855531661,49,40,C,BEDOK NORTH AVENUE 3,5,park/traffic_spe
103000710,1.331517421090297 103.93429044700035 1.3305807737063633 103.93447239316134,29,20,C,BEDOK NORTH AVENUE 3,3,park/traffic_spe
103000711,1.3305807737063633 103.93447239316134 1.331517421090297 103.93429044700035,39,30,C,BEDOK NORTH AVENUE 3,4,park/traffic_spe
103000714,1.3125268779505506 103.82436435407683 1.3135710366962168 103.82365928526495,29,20,E,FERNHILL CRESCENT,3,park/traffic_spe
103000715,1.3135710366962168 103.82365928526495 1.3125268779505506 103.82436435407683,29,20,E,FERNHILL CRESCENT,3,park/traffic_spe
103000718,1.3125268779505506 103.82436435407683 1.3127715602878596 103.82367702570646,999,70,E,FERNHILL CRESCENT,8,park/traffic_spe
103000719,1.3127715602878596 103.82367702570646 1.3125268779505506 103.82436435407683,59,50,E,FERNHILL CRESCENT,6,park/traffic_spe
103000720,1.312526882962598 103.85772496096 1.3128994765010902 103.85727722633219,29,20,E,PETAIN ROAD,3,park/traffic_spe
103000726,1.3124852352944107 103.87542930190754 1.312609280269797 103.87582290449367,999,70,E,LORONG TAHAR,8,park/traffic_spe
103000727,1.312609280269797 103.87582290449367 1.3124852352944107 103.87542930190754,59,50,E,LORONG TAHAR,6,park/traffic_spe
103000732,1.3123222590147685 103.85796897801305 1.312526882962598 103.85772496096,29,20,E,PETAIN ROAD,3,park/traffic_spe
103000738,1.3108593785553044 103.84350297459066 1.3101593752468101 103.84297256751098,39,30,E,WINSTEDT DRIVE,4,park/traffic_spe
103000739,1.3101593752468101 103.84297256751098 1.3108593785553044 103.84350297459066,39,30,E,WINSTEDT DRIVE,4,park/traffic_spe
103000742,1.3104800021662708 103.84230465051553 1.3101593752468101 103.84297256751098,19,10,E,WINSTEDT DRIVE,2,park/traffic_spe
103000743,1.3101593752468101 103.84297256751098 1.3104800021662708 103.84230465051553,19,10,E,WINSTEDT DRIVE,2,park/traffic_spe
103000746,1.3101476274410442 103.83149312374148 1.3105190500950636 103.83157663459096,9,0,D,DRAYCOTT PARK,1,park/traffic_spe
103000747,1.3105190500950636 103.83157663459096 1.3101476274410442 103.83149312374148,9,0,D,DRAYCOTT PARK,1,park/traffic_spe
103000750,1.3103806026536704 103.8241463378636 1.3105467476055914 103.82289491045184,19,10,E,LADY HILL ROAD,2,park/traffic_spe
103000751,1.3105467476055914 103.82289491045184 1.3103806026536704 103.8241463378636,9,0,E,LADY HILL ROAD,1,park/traffic_spe
103000754,1.3049729085760269 103.85548999567351 1.305445507613457 103.85592178752432,29,20,E,PASAR LANE,3,park/traffic_spe
103000755,1.305445507613457 103.85592178752432 1.3049729085760269 103.85548999567351,29,20,E,PASAR LANE,3,park/traffic_spe
103000758,1.3049729085760269 103.85548999567351 1.305277654723263 103.85522047922288,29,20,E,WELD ROAD,3,park/traffic_spe
103000759,1.305277654723263 103.85522047922288 1.3049729085760269 103.85548999567351,29,20,E,WELD ROAD,3,park/traffic_spe
103000762,1.3022870043432744 103.8856082959333 1.302366905524733 103.88686503022434,19,10,E,WILKINSON ROAD,2,park/traffic_spe
103000763,1.302366905524733 103.88686503022434 1.3022870043432744 103.8856082959333,29,20,E,WILKINSON ROAD,3,park/traffic_spe
103000766,1.3048813899663965 103.81904560462948 1.3054979109686005 103.81861041689989,59,50,E,SHERWOOD ROAD,6,park/traffic_spe
103000767,1.3054979109686005 103.81861041689989 1.3048813899663965 103.81904560462948,19,10,E,SHERWOOD ROAD,2,park/traffic_spe
103000768,1.304865918473938 103.836845680642 1.3052352879030098 103.83703400759208,29,20,C,BIDEFORD ROAD,3,park/traffic_spe
103000774,1.3048813899663965 103.81904560462948 1.3048570162708006 103.8188603154509,9,0,E,SHERWOOD ROAD,1,park/traffic_spe
103000775,1.3048570162708006 103.8188603154509 1.3048813899663965 103.81904560462948,19,10,E,SHERWOOD ROAD,2,park/traffic_spe
103000778,1.3048447737796065 103.88599980938392 1.3048700607466412 103.88638311181344,29,20,E,WIMBORNE ROAD,3,park/traffic_spe
103000779,1.3048700607466412 103.88638311181344 1.3048447737796065 103.88599980938392,19,10,E,WIMBORNE ROAD,2,park/traffic_spe
103000782,1.3048447737796065 103.88599980938392 1.3054374136970703 103.88595734741624,19,10,E,WIMBORNE ROAD,2,park/traffic_spe
103000783,1.3054374136970703 103.88595734741624 1.3048447737796065 103.88599980938392,29,20,E,WIMBORNE ROAD,3,park/traffic_spe
103000786,1.3361429287690658 103.94374496770426 1.336497586014281 103.94409316516534,39,30,D,BEDOK NORTH AVENUE 4,4,park/traffic_spe
103000787,1.336497586014281 103.94409316516534 1.3361429287690658 103.94374496770426,39,30,D,BEDOK NORTH AVENUE 4,4,park/traffic_spe
103000792,1.3057800978363552 103.83226794405363 1.3048026423179848 103.83228309396262,39,30,F,SCOTTS ROAD,4,park/traffic_spe
103000798,1.3047845551566757 103.85663682706912 1.3051147088162958 103.8569308256185,29,20,B,SUNGEI ROAD,3,park/traffic_spe
103000799,1.3051147088162958 103.8569308256185 1.3047845551566757 103.85663682706912,59,50,B,SUNGEI ROAD,6,park/traffic_spe
103000802,1.3052169542710033 103.85617451974063 1.3047845551566757 103.85663682706912,39,30,E,PITT STREET,4,park/traffic_spe
103000803,1.3047845551566757 103.85663682706912 1.3052169542710033 103.85617451974063,999,70,E,PITT STREET,8,park/traffic_spe
103000806,1.2981535674737417 103.81050245388612 1.2982810361681365 103.81033620407007,19,10,E,KAY SIANG ROAD,2,park/traffic_spe
103000807,1.2982810361681365 103.81033620407007 1.2981535674737417 103.81050245388612,19,10,E,KAY SIANG ROAD,2,park/traffic_spe
103000810,1.29805905086128 103.88406707129168 1.29970190934658 103.88411348692426,39,30,B,TANJONG RHU ROAD,4,park/traffic_spe
103000811,1.29970190934658 103.88411348692426 1.29805905086128 103.88406707129168,39,30,B,TANJONG RHU ROAD,4,park/traffic_spe
103000814,1.2982810361681365 103.81033620407007 1.2980452392774777 103.81013262302979,9,0,E,KAY SIANG ROAD,1,park/traffic_spe
103000815,1.2980452392774777 103.81013262302979 1.2982810361681365 103.81033620407007,19,10,E,KAY SIANG ROAD,2,park/traffic_spe
103000818,1.2980452392774777 103.81013262302979 1.2982246918341682 103.8100743238392,9,0,E,KAY SIANG ROAD,1,park/traffic_spe
103000819,1.2982246918341682 103.8100743238392 1.2980452392774777 103.81013262302979,19,10,E,KAY SIANG ROAD,2,park/traffic_spe
103000822,1.3010091268966202 103.8253010925262 1.3013868725098114 103.8257790456515,29,20,E,ONE TREE HILL,3,park/traffic_spe
103000823,1.3013868725098114 103.8257790456515 1.3010091268966202 103.8253010925262,29,20,E,ONE TREE HILL,3,park/traffic_spe
103000826,1.3010091268966202 103.8253010925262 1.3019154913408086 103.82562409886084,39,30,E,LENGKOK MERAK,4,park/traffic_spe
103000827,1.3019154913408086 103.82562409886084 1.3010091268966202 103.8253010925262,29,20,E,LENGKOK MERAK,3,park/traffic_spe
103000830,1.3009866921398463 103.81411709648594 1.3013910245397402 103.8141127804082,29,20,E,RIDLEY PARK,3,park/traffic_spe
103000831,1.3013910245397402 103.8141127804082 1.3009866921398463 103.81411709648594,29,20,E,RIDLEY PARK,3,park/traffic_spe
103000834,1.3022870043432744 103.8856082959333 1.3031834748663926 103.88554985502151,29,20,E,GOODMAN ROAD,3,park/traffic_spe
103000835,1.3031834748663926 103.88554985502151 1.3022870043432744 103.8856082959333,19,10,E,GOODMAN ROAD,2,park/traffic_spe
103000838,1.3022836478769049 103.82877814631033 1.3025271098303324 103.82774617488765,999,70,E,JALAN TUPAI,8,park/traffic_spe
103000839,1.3025271098303324 103.82774617488765 1.3022836478769049 103.82877814631033,29,20,E,JALAN TUPAI,3,park/traffic_spe
103000842,1.303367431108309 103.83695623568973 1.3022825552999076 103.83682781397152,59,50,C,BIDEFORD ROAD,6,park/traffic_spe
103000843,1.3022825552999076 103.83682781397152 1.303367431108309 103.83695623568973,39,30,C,BIDEFORD ROAD,4,park/traffic_spe
103000844,1.2960654096709168 103.82596149276202 1.2950687499722084 103.82457458512825,29,20,E,CABLE ROAD,3,park/traffic_spe
103000850,1.2950687499722084 103.82457458512825 1.296280223288126 103.82330040109034,39,30,E,CABLE ROAD,4,park/traffic_spe
103000851,1.296280223288126 103.82330040109034 1.2950687499722084 103.82457458512825,39,30,E,CABLE ROAD,4,park/traffic_spe
103000854,1.2959196449682264 103.8354990479806 1.2950148913365573 103.83540405321959,39,30,E,JALAN KUALA,4,park/traffic_spe
103000855,1.2950148913365573 103.83540405321959 1.2959196449682264 103.8354990479806,39,30,E,JALAN KUALA,4,park/traffic_spe
103000858,1.2885670134046823 103.84714396212335 1.2876813975832344 103.8484550719313,49,40,D,CARPENTER STREET,5,park/traffic_spe
103000859,1.2876813975832344 103.8484550719313 1.2885670134046823 103.84714396212335,49,40,D,CARPENTER STREET,5,park/traffic_spe
103000862,1.3115598539922761 103.84356326107677 1.3109616270123052 103.8432595670941,39,30,E,HOOPER ROAD,4,park/traffic_spe
103000863,1.3109616270123052 103.8432595670941 1.3115598539922761 103.84356326107677,49,40,E,HOOPER ROAD,5,park/traffic_spe
103000864,1.3120101853447135 103.86178507739291 1.3109572673338927 103.86038505459275,19,10,E,HAMILTON ROAD,2,park/traffic_spe
103000870,1.3109572673338927 103.86038505459275 1.3113764532698613 103.86002491168635,29,20,E,HORNE ROAD,3,park/traffic_spe
103000871,1.3113764532698613 103.86002491168635 1.3109572673338927 103.86038505459275,29,20,E,HORNE ROAD,3,park/traffic_spe
103000874,1.338115027636161 103.93370315844263 1.3383570201169084 103.93428755405625,29,20,C,BEDOK RESERVOIR ROAD,3,park/traffic_spe
103000875,1.3383570201169084 103.93428755405625 1.338115027636161 103.93370315844263,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000878,1.3041457908670204 103.82980042827975 1.3031629356028471 103.82935354671685,39,30,E,ANGULLIA PARK,4,park/traffic_spe
103000879,1.3031629356028471 103.82935354671685 1.3041457908670204 103.82980042827975,29,20,E,ANGULLIA PARK,3,park/traffic_spe
103000882,1.3031629356028471 103.82935354671685 1.3022836478769049 103.82877814631033,29,20,E,ANGULLIA PARK,3,park/traffic_spe
103000883,1.3022836478769049 103.82877814631033 1.3031629356028471 103.82935354671685,29,20,E,ANGULLIA PARK,3,park/traffic_spe
103000886,1.3325819300928987 103.91292220139155 1.3331715249190608 103.91363120796856,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000887,1.3331715249190608 103.91363120796856 1.3325819300928987 103.91292220139155,29,20,C,BEDOK RESERVOIR ROAD,3,park/traffic_spe
103000890,1.3331715249190608 103.91363120796856 1.3340305501607592 103.91398715396191,29,20,C,BEDOK RESERVOIR ROAD,3,park/traffic_spe
103000891,1.3340305501607592 103.91398715396191 1.3331715249190608 103.91363120796856,29,20,C,BEDOK RESERVOIR ROAD,3,park/traffic_spe
103000894,1.3316242065559465 103.91016444097393 1.3319487918753772 103.91158861675343,49,40,C,BEDOK RESERVOIR ROAD,5,park/traffic_spe
103000895,1.3319487918753772 103.91158861675343 1.3316242065559465 103.91016444097393,29,20,C,BEDOK RESERVOIR ROAD,3,park/traffic_spe
103000898,1.3442572577298928 103.93831348602518 1.3443948102538565 103.9383384628674,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000899,1.3443948102538565 103.9383384628674 1.3442572577298928 103.93831348602518,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000902,1.3378762966441458 103.91604470688691 1.3380931134273595 103.91723161005793,29,20,C,BEDOK RESERVOIR ROAD,3,park/traffic_spe
103000903,1.3380931134273595 103.91723161005793 1.3378762966441458 103.91604470688691,49,40,C,BEDOK RESERVOIR ROAD,5,park/traffic_spe
103000906,1.3380931134273595 103.91723161005793 1.3381325711963585 103.91748274929562,29,20,C,BEDOK RESERVOIR ROAD,3,park/traffic_spe
103000907,1.3381325711963585 103.91748274929562 1.3380931134273595 103.91723161005793,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000910,1.3313291785543604 103.90713830378151 1.3316420691276942 103.90777636841813,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000911,1.3316420691276942 103.90777636841813 1.3313291785543604 103.90713830378151,29,20,C,BEDOK RESERVOIR ROAD,3,park/traffic_spe
103000914,1.3316420691276942 103.90777636841813 1.3316948986769936 103.90935878927051,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000915,1.3316948986769936 103.90935878927051 1.3316420691276942 103.90777636841813,29,20,C,BEDOK RESERVOIR ROAD,3,park/traffic_spe
103000918,1.3439953924596793 103.93826570742942 1.3442572577298928 103.93831348602518,49,40,C,BEDOK RESERVOIR ROAD,5,park/traffic_spe
103000919,1.3442572577298928 103.93831348602518 1.3439953924596793 103.93826570742942,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000922,1.3368459227822735 103.91349383891486 1.3375156304908398 103.91487885234604,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000923,1.3375156304908398 103.91487885234604 1.3368459227822735 103.91349383891486,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000926,1.3375156304908398 103.91487885234604 1.3378762966441458 103.91604470688691,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103000927,1.3378762966441458 103.91604470688691 1.3375156304908398 103.91487885234604,49,40,C,BEDOK RESERVOIR ROAD,5,park/traffic_spe
103000930,1.3108981274496783 103.87714337370616 1.3110113702489334 103.87775037224722,29,20,E,TALMA ROAD,3,park/traffic_spe
103000931,1.3110113702489334 103.87775037224722 1.3108981274496783 103.87714337370616,29,20,E,TALMA ROAD,3,park/traffic_spe
103000936,1.3141261346143287 103.82596500741973 1.3147932311346617 103.82629209573213,29,20,F,ORANGE GROVE ROAD,3,park/traffic_spe
103000942,1.3148829614655 103.85573716606248 1.3141337207319783 103.85491622616078,29,20,D,TESSENSOHN ROAD,3,park/traffic_spe
103000943,1.3141337207319783 103.85491622616078 1.3148829614655 103.85573716606248,29,20,D,TESSENSOHN ROAD,3,park/traffic_spe
103000950,1.3068028767465807 103.85699202345181 1.306434127199633 103.85739940333855,29,20,E,KELANTAN LANE,3,park/traffic_spe
103000951,1.306434127199633 103.85739940333855 1.3068028767465807 103.85699202345181,69,60,E,KELANTAN LANE,7,park/traffic_spe
103000952,1.3064163082912195 103.85365896674597 1.3069081713629047 103.85399994248284,19,10,E,KAMPONG KAPOR ROAD,2,park/traffic_spe
103000956,1.3064163082912195 103.85365896674597 1.306893179904927 103.85364561816444,19,10,D,UPPER WELD ROAD,2,park/traffic_spe
103000960,1.306396727200617 103.85594795272537 1.3070728937390994 103.85490426894879,19,10,E,VEERASAMY ROAD,2,park/traffic_spe
103000966,1.306712724555774 103.84974167110374 1.3065860327220915 103.84964712513366,29,20,D,RACE COURSE ROAD,3,park/traffic_spe
103000967,1.3065860327220915 103.84964712513366 1.306712724555774 103.84974167110374,59,50,D,RACE COURSE ROAD,6,park/traffic_spe
103000970,1.3135785082460492 103.84261502964878 1.3147915862600077 103.84277519172518,59,50,E,LINCOLN ROAD,6,park/traffic_spe
103000971,1.3147915862600077 103.84277519172518 1.3135785082460492 103.84261502964878,39,30,E,LINCOLN ROAD,4,park/traffic_spe
103000974,1.3147915862600077 103.84277519172518 1.315854648211366 103.84294233512517,999,70,E,LINCOLN ROAD,8,park/traffic_spe
103000975,1.315854648211366 103.84294233512517 1.3147915862600077 103.84277519172518,29,20,E,LINCOLN ROAD,3,park/traffic_spe
103000978,1.3024905994868776 103.86174068091944 1.3029220018190328 103.86232921536688,19,10,E,MINTO ROAD,2,park/traffic_spe
103000979,1.3029220018190328 103.86232921536688 1.3024905994868776 103.86174068091944,29,20,E,MINTO ROAD,3,park/traffic_spe
103000980,1.302472770809991 103.83647688713734 1.303367431108309 103.83695623568973,39,30,C,BIDEFORD ROAD,4,park/traffic_spe
103000986,1.3030837729876676 103.85917081005064 1.3024623974822258 103.85961424505442,19,10,E,KANDAHAR STREET,2,park/traffic_spe
103000987,1.3024623974822258 103.85961424505442 1.3030837729876676 103.85917081005064,29,20,E,KANDAHAR STREET,3,park/traffic_spe
103000988,1.3024590972915757 103.84059908315483 1.3028799250818761 103.84069188619374,29,20,E,CUPPAGE ROAD,3,park/traffic_spe
103000994,1.3024590972915757 103.84059908315483 1.3026246610998955 103.83996913104441,69,60,E,CUPPAGE ROAD,7,park/traffic_spe
103000995,1.3026246610998955 103.83996913104441 1.3024590972915757 103.84059908315483,999,70,E,CUPPAGE ROAD,8,park/traffic_spe
103000998,1.3024467879891048 103.88812157587378 1.3033228152989749 103.8882730626597,59,50,E,ARTHUR ROAD,6,park/traffic_spe
103000999,1.3033228152989749 103.8882730626597 1.3024467879891048 103.88812157587378,59,50,E,ARTHUR ROAD,6,park/traffic_spe
103001002,1.34033817545588 103.93636757240168 1.3414544578880896 103.93700564947514,49,40,C,BEDOK RESERVOIR ROAD,5,park/traffic_spe
103001003,1.3414544578880896 103.93700564947514 1.34033817545588 103.93636757240168,59,50,C,BEDOK RESERVOIR ROAD,6,park/traffic_spe
103001006,1.3414544578880896 103.93700564947514 1.3425987954630587 103.93759652704715,59,50,C,BEDOK RESERVOIR ROAD,6,park/traffic_spe
103001007,1.3425987954630587 103.93759652704715 1.3414544578880896 103.93700564947514,59,50,C,BEDOK RESERVOIR ROAD,6,park/traffic_spe
103001010,1.3379520601149266 103.93151372717654 1.3378617043922947 103.93242761921088,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103001011,1.3378617043922947 103.93242761921088 1.3379520601149266 103.93151372717654,39,30,C,BEDOK RESERVOIR ROAD,4,park/traffic_spe
103001014,1.3041716079250012 103.86070305839088 1.3033318543866834 103.8612214025896,29,20,C,JALAN SULTAN,3,park/traffic_spe
